Full Title,Car Name,URL,Price (in Lakhs),Location,City,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine,Transmission,Power,Drive Type,Mileage,Year of Manufacture
2019 Tata Tigor XZ Plus,Tata Tigor,https://www.cardekho.com/buy-used-car-details/used-Tata-tigor-xz-plus-cars-Chennai_ffb0ce97-1435-4425-9fe8-3047c4babda3.htm,4.71,"Vadapalani, Chennai",Chennai,Jul 2019,Comprehensive,Petrol,5,51789,Chennai,Second Owner,1199,Manual,83.81,N/A,20.3,2019
2021 Kia Seltos HTE G,Kia Seltos,https://www.cardekho.com/used-car-details/used-Kia-seltos-hte-g-cars-Chennai_cf85e70f-bb54-44ca-b84d-588d9ae98b12.htm?adId=undefined&adType=41,9.7,Chennai,Chennai,2021,Expired,Petrol,5,40000,Chennai,Second Owner,1497,Manual,113.43,FWD,16.8,2021
2023 Tata Nexon XM Plus S,Tata Nexon,https://www.cardekho.com/buy-used-car-details/used-Tata-nexon-xm-plus-s-cars-Chennai_6236dca9-c2e6-435c-aa05-d5d2f8e2b415.htm,8.09,"Vadapalani, Chennai",Chennai,Oct 2023,Third Party,Petrol,5,21609,Poonamallee,First Owner,N/A,Manual,N/A,N/A,N/A,2023
2016 Hyundai i20 Magna 1.2,Hyundai i20,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-magna-12-cars-Chennai_e25c5f53-88c4-4126-ab46-f91b9230253a.htm,4.44,"Vadapalani, Chennai",Chennai,Feb 2017,Comprehensive,Petrol,5,74837,Chennai,Second Owner,1197,Manual,81.83,N/A,18.6,2016
2019 Mercedes-Benz GLC 220d 4MATIC,Mercedes-Benz GLC,https://www.cardekho.com/used-car-details/used-Mercedes-benz-glc-220d-4matic-cars-Chennai_6f4c6c51-0d8d-4ded-9eca-76e763fbd5da.htm,40.5,"Kottivakkam, Chennai",Chennai,Jul 2019,Comprehensive,Diesel,5,71001,Chennai,First Owner,1950,Automatic,194.0,AWD,N/A,2019
2022 Hyundai Alcazar Signature (O) Diesel AT BSVI,Hyundai Alcazar,https://www.cardekho.com/used-car-details/used-Hyundai-alcazar-signature-o-diesel-at-bsvi-cars-Chennai_0dd2181a-7696-44c1-8bac-43b30c90dc07.htm?adId=undefined&adType=41,18.5,Chennai,Chennai,2022,Expired,Diesel,6,20000,Chennai,First Owner,1493,Automatic,113.98,N/A,18.1,2022
2020 Kia Sonet GTX Plus Diesel AT BSVI,Kia Sonet,https://www.cardekho.com/used-car-details/used-Kia-sonet-gtx-plus-diesel-at-bsvi-cars-Chennai_99b2bb00-15d4-4a0d-b75b-bf5acea6207c.htm,12.5,"Kottivakkam, Chennai",Chennai,Oct 2020,Comprehensive,Diesel,5,49000,Chennai,Second Owner,1493,Automatic,113.43,FWD,N/A,2020
2022 Skoda Kushaq 1.0 TSI Ambition BSVI,Skoda Kushaq,https://www.cardekho.com/buy-used-car-details/used-Skoda-kushaq-10-tsi-ambition-bsvi-cars-Chennai_6e0017d3-c107-4142-b68d-220420c5a688.htm,11.43,"Vadapalani, Chennai",Chennai,Apr 2022,Zero Dep,Petrol,5,24841,Chennai,First Owner,999,Manual,113.98,FWD,19.2,2022
2016 Honda City 1.5 V MT Exclusive,Honda City,https://www.cardekho.com/buy-used-car-details/used-Honda-city-15-v-mt-exclusive-cars-Chennai_5e764bc7-4143-4dec-bc19-ae3cb4522b4d.htm,6.9,"Meenambakkam, Chennai",Chennai,Jun 2016,Expired,Petrol,5,50276,Chennai,First Owner,1497,Manual,N/A,N/A,17.0,2016
2018 Honda Jazz 1.2 V i VTEC,Honda Jazz,https://www.cardekho.com/buy-used-car-details/used-Honda-jazz-12-v-i-vtec-cars-Chennai_5359eb48-5ccd-44a3-af4c-874ca28e7dc4.htm,5.34,"Ganapathipuram, Chennai",Chennai,Dec 2018,Zero Dep,Petrol,5,49636,Chennai,First Owner,1199,Manual,88.7,N/A,18.7,2018
2021 Hyundai Santro Sportz,Hyundai Santro,https://www.cardekho.com/buy-used-car-details/used-Hyundai-santro-sportz-cars-Chennai_83b16dbe-60ad-4806-9874-773f3bdad3d2.htm,4.38,"Vadapalani, Chennai",Chennai,Jul 2021,Comprehensive,Petrol,5,59870,Erode,Second Owner,1086,Manual,68.05,N/A,20.3,2021
2020 Maruti S-Presso VXI Plus AT 2019-2022,Maruti S-Presso,https://www.cardekho.com/buy-used-car-details/used-Maruti-s-presso-vxi-plus-at-2019-2022-cars-Chennai_15c7ded3-80eb-467e-a81c-9d627a38f074.htm,4.43,"Vadapalani, Chennai",Chennai,Dec 2020,Expired,Petrol,5,9994,Chennai,First Owner,998,Automatic,67.05,N/A,21.7,2020
2022 Tata Nexon 1.2 Revotron XM,Tata Nexon,https://www.cardekho.com/buy-used-car-details/used-Tata-nexon-12-revotron-xm-cars-Chennai_66ab6053-bcfe-416c-bfe6-c071261170c8.htm,8.2,"Meenambakkam, Chennai",Chennai,Oct 2022,Comprehensive,Petrol,5,43206,Poonamallee,First Owner,1198,Manual,108.5,FWD,17.0,2022
2021 Tata Harrier XZ Plus BSVI,Tata Harrier,https://www.cardekho.com/used-car-details/used-Tata-harrier-xz-plus-bsvi-cars-Chennai_cd565b43-8d55-4b9d-9bd9-772440fce20a.htm,16.2,"Anna Nagar, Chennai",Chennai,Oct 2021,Comprehensive,Diesel,5,11000,Chennai,First Owner,1956,Manual,167.67,N/A,16.35,2021
2021 Volvo S60 T4 Inscription,Volvo S60,https://www.cardekho.com/used-car-details/used-Volvo-s60-t4-inscription-cars-Chennai_0a714c0e-1f80-4127-96f6-0a73f3b9c450.htm,37.0,"Kottivakkam, Chennai",Chennai,Jun 2021,Comprehensive,Petrol,5,27000,Chennai,First Owner,1969,Automatic,190.0,N/A,N/A,2021
2018 Maruti Baleno 1.2 CVT Delta,Maruti Baleno,https://www.cardekho.com/buy-used-car-details/used-Maruti-baleno-12-cvt-delta-cars-Chennai_46e11c89-0e65-42be-90aa-7d6904df8aeb.htm,5.06,"Thiruverkadu, Chennai",Chennai,Apr 2018,Comprehensive,Petrol,5,73369,Chennai,Second Owner,1197,Automatic,83.1,N/A,21.4,2018
2017 Mahindra Bolero Power Plus ZLX,Mahindra Bolero,https://www.cardekho.com/used-car-details/used-Mahindra-bolero-power-plus-zlx-cars-Chennai_1c5f70e4-b9ae-48da-968b-8ebe081f98e7.htm,6.9,"Medavakkam, Chennai",Chennai,Jun 2017,Comprehensive,Diesel,7,640000,Chennai,First Owner,1493,Manual,70.0,RWD,16.5,2017
2019 Honda Amaze S Petrol,Honda Amaze,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-s-petrol-cars-Chennai_e0b2a6de-9a3e-41c8-bb7f-ab260b66f8cb.htm,5.65,"MEENAMBAKKAM, Chennai",Chennai,Mar 2019,Comprehensive,Petrol,5,44712,Tiruppur,First Owner,1199,Manual,88.76,N/A,18.6,2019
2021 Hyundai Venue SX Turbo iMT,Hyundai Venue,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-sx-turbo-imt-cars-Chennai_6a85c0e3-1a0e-4278-b9e6-1e4d30fdcc99.htm,7.9,"Vadapalani, Chennai",Chennai,Mar 2021,Zero Dep,Petrol,5,48662,Chennai,First Owner,998,Manual,118.35,FWD,18.0,2021
2014 Mercedes-Benz E-Class E250 CDI,Mercedes-Benz E-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-e250-cdi-cars-Chennai_1562e1ef-5109-4303-ba8e-048fdb3c301c.htm,22.5,"Kottivakkam, Chennai",Chennai,Jan 2016,Comprehensive,Diesel,5,70000,Chennai,First Owner,2143,Automatic,204.0,N/A,13.0,2014
2017 Hyundai i20 Asta 1.2,Hyundai i20,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-12-cars-Chennai_b7df891e-4f1e-4ddc-9c20-81dbecf514ee.htm,5.49,"Thiruverkadu, Chennai",Chennai,Jun 2017,Comprehensive,Petrol,5,81870,Chennai,First Owner,1197,Manual,81.83,N/A,18.6,2017
2015 Volvo S60 D4 Momentum BSIV,Volvo S60,https://www.cardekho.com/used-car-details/used-Volvo-s60-d4-momentum-bsiv-cars-Chennai_35ce430f-a012-4657-b051-3d7a49d4a0b5.htm,23.5,"Kottivakkam, Chennai",Chennai,Feb 2016,Comprehensive,Diesel,5,53000,Chennai,First Owner,1969,Automatic,190.0,FWD,N/A,2015
2022 Tata Punch Accomplished BSVI,Tata Punch,https://www.cardekho.com/buy-used-car-details/used-Tata-punch-accomplished-bsvi-cars-Chennai_40b6fc9a-a557-4e8e-a699-39af5d26d96a.htm,6.9,"Ganapathipuram, Chennai",Chennai,Feb 2022,Comprehensive,Petrol,5,23299,Chennai,First Owner,1199,Manual,86.63,N/A,20.09,2022
2018 BMW X1 sDrive20d Expedition,BMW X1,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-expedition-cars-Chennai_c72a6a4e-9b4e-4a97-8c55-28db78de64b6.htm,25.0,"Kottivakkam, Chennai",Chennai,Feb 2018,Comprehensive,Diesel,5,26000,Chennai,First Owner,1995,Automatic,188.0,FWD,N/A,2018
2014 Honda Mobilio V i-DTEC,Honda Mobilio,https://www.cardekho.com/used-car-details/used-Honda-mobilio-v-i-dtec-cars-Chennai_39541614-50a2-4dce-a44f-930a7bd03c20.htm,6.5,"Kottivakkam, Chennai",Chennai,Aug 2014,Comprehensive,Diesel,7,26000,Chennai,First Owner,1498,Manual,98.6,N/A,24.2,2014
2020 Maruti S-Presso VXI Plus 2019-2022,Maruti S-Presso,https://www.cardekho.com/buy-used-car-details/used-Maruti-s-presso-vxi-plus-2019-2022-cars-Chennai_2f20a5ef-ec0e-467a-ad9d-d2214f1c6872.htm,3.84,"Thiruverkadu, Chennai",Chennai,Mar 2020,Zero Dep,Petrol,5,46345,red hills,Second Owner,998,Manual,65.71,N/A,21.7,2020
2022 Toyota Camry 2.5 Hybrid BSVI,Toyota Camry,https://www.cardekho.com/used-car-details/used-Toyota-camry-25-hybrid-bsvi-cars-Chennai_5dea41f4-7828-45bb-851c-194014ab6fab.htm,36.0,"Kottivakkam, Chennai",Chennai,Apr 2022,Comprehensive,Petrol,5,35005,Pondicherry,First Owner,2487,Automatic,175.67,N/A,N/A,2022
2021 Hyundai Venue SX Opt iMT,Hyundai Venue,https://www.cardekho.com/used-car-details/used-Hyundai-venue-sx-opt-imt-cars-Chennai_7a9a1f6f-6640-4ceb-b042-13505fbfa248.htm,9.25,"Thygaraya Nagar, Chennai",Chennai,Jan 2021,Comprehensive,Petrol,5,13500,Chennai,First Owner,998,Manual,118.35,FWD,18.0,2021
2019 BMW X5 xDrive 30d xLine,BMW X5,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-30d-xline-cars-Chennai_05228229-06ab-4ba2-966e-b800334e1c93.htm,78.0,"Kottivakkam, Chennai",Chennai,Oct 2019,Comprehensive,Diesel,5,28001,Chennai,First Owner,2993,Automatic,261.5,AWD,13.38,2019
2021 Honda Amaze VX Petrol,Honda Amaze,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-vx-petrol-cars-Chennai_625ff1d1-99f8-44aa-b67d-197d9cc98930.htm,6.6,"Vadapalani, Chennai",Chennai,Apr 2021,Zero Dep,Petrol,5,64820,Chennai,First Owner,1199,Manual,88.76,N/A,18.6,2021
2024 Kia Carens Luxury Plus Diesel,Kia Carens,https://www.cardekho.com/used-car-details/used-Kia-carens-luxury-plus-diesel-cars-Chennai_58e9873f-0b31-460a-ba2e-8ead2bf62aad.htm,20.9,"Anna Nagar West Extension, Chennai",Chennai,Jul 2024,Comprehensive,Diesel,7,15000,Chennai,First Owner,1493,Manual,114.41,N/A,N/A,2024
2018 Mahindra XUV500 AT W10 1.99 mHawk,Mahindra XUV500,https://www.cardekho.com/buy-used-car-details/used-Mahindra-xuv500-at-w10-199-mhawk-cars-Chennai_887e0994-1fc5-4058-a20c-6f05381b2abe.htm,11.12,"Vadapalani, Chennai",Chennai,Sept 2019,Expired,Diesel,7,100224,Erode,Second Owner,1997,Automatic,140.0,FWD,16.0,2018
2018 Honda Jazz V CVT,Honda Jazz,https://www.cardekho.com/used-car-details/used-Honda-jazz-v-cvt-cars-Chennai_44f472d1-ffa2-4bb4-a24f-09a16268e72c.htm,6.7,"Anna Nagar, Chennai",Chennai,Feb 2018,Comprehensive,Petrol,5,27963,Chennai,First Owner,1199,Automatic,88.7,N/A,18.2,2018
2019 Porsche Macan 2L,Porsche Macan,https://www.cardekho.com/used-car-details/used-Porsche-macan-2l-cars-Chennai_150faae9-e314-44d8-987d-6bee1f218e0e.htm,60.0,"Kottivakkam, Chennai",Chennai,Mar 2019,Comprehensive,Petrol,5,75001,red hills,First Owner,1984,Automatic,252.0,AWD,13.6,2019
2019 Lexus NX 300h,Lexus NX,https://www.cardekho.com/used-car-details/used-Lexus-nx-300h-cars-Chennai_e7b0e0a4-2662-41e7-be7b-c580b23f8a7e.htm,51.0,"Kottivakkam, Chennai",Chennai,Jan 2019,Comprehensive,Petrol,5,30000,Chennai,First Owner,2499,Automatic,194.3,AWD,N/A,2019
2019 Honda City i-VTEC ZX,Honda City,https://www.cardekho.com/buy-used-car-details/used-Honda-city-i-vtec-zx-cars-Chennai_83e887b9-b2b9-44f4-9b01-831a5ee7945e.htm,7.84,"Thiruverkadu, Chennai",Chennai,Aug 2019,Expired,Petrol,5,59853,Poonamallee,First Owner,1497,Manual,117.6,N/A,17.14,2019
2019 Honda City V MT AVN,Honda City,https://www.cardekho.com/buy-used-car-details/used-Honda-city-v-mt-avn-cars-Chennai_31aed366-c36f-4fa1-96e1-74520f0b2207.htm,8.2,"Meenambakkam, Chennai",Chennai,Apr 2019,Comprehensive,Petrol,5,72465,Chennai,First Owner,1497,Manual,116.3,N/A,16.8,2019
2019 Honda City i-VTEC V,Honda City,https://www.cardekho.com/buy-used-car-details/used-Honda-city-i-vtec-v-cars-Chennai_4101e718-5b35-4ee5-bfab-4bf694e97d0e.htm,7.36,"Ganapathipuram, Chennai",Chennai,Jun 2019,Comprehensive,Petrol,5,68449,Poonamallee,First Owner,1497,Manual,117.6,N/A,17.4,2019
2010 Mercedes-Benz E-Class E250 CDI Classic,Mercedes-Benz E-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-e250-cdi-classic-cars-Chennai_d1c5a324-471c-4759-8354-dc6730e6781d.htm,15.0,"Kottivakkam, Chennai",Chennai,Jan 2010,Comprehensive,Diesel,5,70000,Chennai,First Owner,2143,Automatic,203.0,Rear Wheel Drive with ESP,N/A,2010
2018 Honda Amaze VX i-VTEC,Honda Amaze,https://www.cardekho.com/used-car-details/used-Honda-amaze-vx-i-vtec-cars-Chennai_cd9a86a0-e71b-4088-8e3f-5a0af8694036.htm,6.75,"Medavakkam, Chennai",Chennai,Mar 2018,Comprehensive,Petrol,5,70000,Chennai,First Owner,1198,Manual,86.7,N/A,17.8,2018
2012 BMW X1 sDrive20d,BMW X1,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-cars-Chennai_2260419d-cbfc-4f22-956d-74d1bf220c9f.htm,12.5,"Kottivakkam, Chennai",Chennai,Jan 2012,Comprehensive,Diesel,5,80000,Chennai,Second Owner,1995,Automatic,184.0,RWD,N/A,2012
2018 Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota Innova,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-28-zx-at-bsiv-cars-Chennai_598ea5fe-ea19-4771-ac69-1769464d04ad.htm,21.0,"Kottivakkam, Chennai",Chennai,Apr 2018,Comprehensive,Diesel,7,140000,Chennai,First Owner,2755,Automatic,171.5,N/A,N/A,2018
2016 Nissan Micra XV CVT,Nissan Micra,https://www.cardekho.com/buy-used-car-details/used-Nissan-micra-xv-cvt-cars-Chennai_460071dc-4952-430d-8faf-cc417ede7349.htm,3.8,"Ganapathipuram, Chennai",Chennai,Dec 2017,Comprehensive,Petrol,5,60922,Chennai,Second Owner,N/A,Automatic,N/A,N/A,N/A,2016
2009 Mercedes-Benz S-Class 320 CDI,Mercedes-Benz S-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-s-class-320-cdi-cars-Chennai_3a2b213f-2f77-46ad-bce6-08154ea0a0b3.htm,12.5,"Kottivakkam, Chennai",Chennai,Aug 2009,Comprehensive,Diesel,5,56000,Chennai,Fourth Owner,2987,Automatic,N/A,N/A,13.0,2009
2015 Honda City SV MT,Honda City,https://www.cardekho.com/buy-used-car-details/used-Honda-city-sv-mt-cars-Chennai_e150e32f-0d13-405b-82c0-c474ce02f057.htm,5.3,"MEENAMBAKKAM, Chennai",Chennai,Jun 2015,Expired,Petrol,5,108818,Chennai,First Owner,1497,Manual,117.6,N/A,17.4,2015
2018 Skoda Kodiaq 2.0 TDI Style,Skoda Kodiaq,https://www.cardekho.com/used-car-details/used-Skoda-kodiaq-20-tdi-style-cars-Chennai_9fbefd98-0d99-41b1-8e67-2dd5c9b0a24d.htm,22.5,"Kottivakkam, Chennai",Chennai,Apr 2018,Comprehensive,Diesel,7,118000,Chennai,First Owner,1968,Automatic,148.0,4WD,N/A,2018
2021 Honda City ZX MT,Honda City,https://www.cardekho.com/buy-used-car-details/used-Honda-city-zx-mt-cars-Chennai_6b0275af-f104-491b-a5ed-ddd4a1ee768f.htm,9.63,"Ganapathipuram, Chennai",Chennai,Mar 2021,Zero Dep,Petrol,5,69280,Coimbatore,First Owner,1498,Manual,119.35,N/A,18.6,2021
2017 Mercedes-Benz E-Class E 350d,Mercedes-Benz E-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-e-350d-cars-Chennai_e5d82d5b-2707-43b3-af00-72c2c633073b.htm,27.0,"Kottivakkam, Chennai",Chennai,Sept 2017,Comprehensive,Diesel,5,99000,Tirunelveli,Second Owner,2987,Automatic,254.8,RWD,N/A,2017
2019 Hyundai Verna VTVT 1.6 AT SX Plus,Hyundai Verna,https://www.cardekho.com/buy-used-car-details/used-Hyundai-verna-vtvt-16-at-sx-plus-cars-Chennai_67fb2995-dbc6-4856-93fd-8c2087a7de91.htm,7.66,"Ganapathipuram, Chennai",Chennai,Mar 2019,Zero Dep,Petrol,5,70168,Chennai,Second Owner,1591,Automatic,121.3,N/A,17.0,2019
2009 Audi A6 3.0 TFSI quattro,Audi A6,https://www.cardekho.com/used-car-details/used-Audi-a6-30-tfsi-quattro-cars-Chennai_e9b5f17a-4ab4-432b-8719-e4fa6fadc11a.htm,12.0,"Kottivakkam, Chennai",Chennai,Jul 2009,Comprehensive,Petrol,5,92000,Chennai,First Owner,2995,Automatic,294.9,AWD,N/A,2009
2016 Land Rover Discovery Sport TD4 HSE,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-discovery-sport-td4-hse-cars-Chennai_42d3c6b5-6d49-48f1-b1f8-38d8bc42f3f2.htm,24.5,"Kottivakkam, Chennai",Chennai,Jan 2016,Comprehensive,Diesel,5,50100,Chennai,Third Owner,1999,Automatic,147.5,4WD,N/A,2016
2019 Hyundai Venue SX Opt Diesel BSIV,Hyundai Venue,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-sx-opt-diesel-bsiv-cars-Chennai_a3942da6-d351-43f1-8ec2-1593c89d1e56.htm,8.57,"Thiruverkadu, Chennai",Chennai,Sept 2019,Comprehensive,Diesel,5,65565,Chennai,First Owner,1396,Manual,88.7,FWD,23.7,2019
2015 Mercedes-Benz B Class B200 CDI,Mercedes-Benz B,https://www.cardekho.com/used-car-details/used-Mercedes-benz-b-class-b200-cdi-cars-Chennai_66f83fe4-670a-4f24-9fc3-f8e54ca73e0b.htm,18.0,"Kottivakkam, Chennai",Chennai,Jan 2016,Comprehensive,Diesel,5,58200,Chennai,First Owner,2143,Automatic,107.3,FWD,N/A,2015
2014 Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Mercedes-Benz GL-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gl-class-350-cdi-blue-efficiency-cars-Chennai_fc82fdbd-b368-4464-8f22-617984956004.htm,32.0,"Kottivakkam, Chennai",Chennai,Oct 2014,Comprehensive,Diesel,7,110001,Chennai,First Owner,2987,Automatic,254.8,AWD,N/A,2014
2012 Mercedes-Benz E-Class 220 CDI,Mercedes-Benz E-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-220-cdi-cars-Chennai_455334ad-2288-4de1-858e-ce5dccc7b870.htm,15.0,"Kottivakkam, Chennai",Chennai,Feb 2013,Comprehensive,Diesel,5,80001,Chennai,Third Owner,2143,Automatic,170.0,RWD,N/A,2012
2013 Audi Q7 3.0 TDI quattro,Audi Q7,https://www.cardekho.com/used-car-details/used-Audi-q7-30-tdi-quattro-cars-Chennai_b152c6f7-a098-43e5-8b33-45a56a79b6f4.htm,18.0,"Kottivakkam, Chennai",Chennai,Jan 2013,Comprehensive,Diesel,7,135002,Chengalpattu,Second Owner,2967,Automatic,241.4,AWD,N/A,2013
2015 Volvo S60 D5 Summum,Volvo S60,https://www.cardekho.com/used-car-details/used-Volvo-s60-d5-summum-cars-Chennai_7aaf1868-1be1-4f2d-8ffb-fdcac401eec9.htm,18.5,"Kottivakkam, Chennai",Chennai,Feb 2015,Comprehensive,Diesel,5,41200,Chennai,First Owner,2400,Automatic,215.0,FWD,N/A,2015
2021 Tata Altroz XZ Diesel BSVI,Tata Altroz,https://www.cardekho.com/buy-used-car-details/used-Tata-altroz-xz-diesel-bsvi-cars-Chennai_2d5490d0-7570-4cf8-8a69-e38eeb3ce947.htm,6.08,"Ganapathipuram, Chennai",Chennai,Jan 2022,Third Party,Diesel,5,25605,Poonamallee,First Owner,1497,Manual,88.77,N/A,23.64,2021
2022 Maruti Baleno Alpha CVT,Maruti Baleno,https://www.cardekho.com/used-car-details/used-Maruti-baleno-alpha-cvt-cars-Chennai_182d7a4a-defd-425c-b015-20d0fdebd139.htm,9.25,"Medavakkam, Chennai",Chennai,Dec 2022,Comprehensive,Petrol,5,5000,Chengalpattu,First Owner,1197,Automatic,81.8,N/A,19.56,2022
2017 Maruti Swift Dzire VXI 1.2,Maruti Swift,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-dzire-vxi-12-cars-Chennai_d53693d1-2101-4f24-8e4b-66b01887bb42.htm,5.17,"Vadapalani, Chennai",Chennai,Oct 2017,Comprehensive,Petrol,5,75166,Chennai,First Owner,1197,Manual,81.8,N/A,21.21,2017
2019 Hyundai Venue S Turbo BSIV,Hyundai Venue,https://www.cardekho.com/used-car-details/used-Hyundai-venue-s-turbo-bsiv-cars-Chennai_93904210-68ed-4d6e-b90b-690c126f0d16.htm,8.0,"Anna Nagar, Chennai",Chennai,Oct 2019,Comprehensive,Petrol,5,32000,Chennai,First Owner,998,Manual,118.35,FWD,18.27,2019
2021 Renault Triber RXZ,Renault Triber,https://www.cardekho.com/buy-used-car-details/used-Renault-triber-rxz-cars-Chennai_64127777-40a1-4589-9101-f66faf849b89.htm,6.1,"Ganapathipuram, Chennai",Chennai,Aug 2021,Zero Dep,Petrol,7,32803,Chennai,First Owner,999,Manual,71.01,N/A,20.0,2021
2023 Mercedes-Benz GLA 220d 4M BSVI,Mercedes-Benz GLA,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gla-220d-4m-bsvi-cars-Chennai_233d9beb-d21f-48f6-9963-4cb9dbab9454.htm,61.0,"Thygaraya Nagar, Chennai",Chennai,Nov 2023,Comprehensive,Diesel,5,9000,Chennai,First Owner,1950,Automatic,187.74,AWD,N/A,2023
2023 MG Astor Savvy CVT BSVI,MG Astor,https://www.cardekho.com/buy-used-car-details/used-Mg-astor-savvy-cvt-bsvi-cars-Chennai_58b75749-6ab8-4c9b-a499-e108bda8da20.htm,17.3,"Nandanam, Chennai",Chennai,N/A,Expired,Petrol,5,25000,N/A,N/A,1498,Automatic,108.49,N/A,14.82,2023
2023 Mercedes-Benz GLA 220d 4M BSVI,Mercedes-Benz GLA,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gla-220d-4m-bsvi-cars-Chennai_6c898b8d-cb01-4544-8cee-001b8f561b45.htm,55.0,"Thygaraya Nagar, Chennai",Chennai,Jun 2023,Comprehensive,Diesel,5,5000,Chennai,First Owner,1950,Automatic,187.74,AWD,N/A,2023
2018 Skoda Kodiaq 2.0 TDI Style,Skoda Kodiaq,https://www.cardekho.com/used-car-details/used-Skoda-kodiaq-20-tdi-style-cars-Chennai_9fbefd98-0d99-41b1-8e67-2dd5c9b0a24d.htm,22.5,"Kottivakkam, Chennai",Chennai,Apr 2018,Comprehensive,Diesel,7,118000,Chennai,First Owner,1968,Automatic,148.0,4WD,N/A,2018
2021 Honda City ZX MT,Honda City,https://www.cardekho.com/buy-used-car-details/used-Honda-city-zx-mt-cars-Chennai_6b0275af-f104-491b-a5ed-ddd4a1ee768f.htm,9.63,"Ganapathipuram, Chennai",Chennai,Mar 2021,Zero Dep,Petrol,5,69280,Coimbatore,First Owner,1498,Manual,119.35,N/A,18.6,2021
2017 Mercedes-Benz E-Class E 350d,Mercedes-Benz E-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-e-350d-cars-Chennai_e5d82d5b-2707-43b3-af00-72c2c633073b.htm,27.0,"Kottivakkam, Chennai",Chennai,Sept 2017,Comprehensive,Diesel,5,99000,Tirunelveli,Second Owner,2987,Automatic,254.8,RWD,N/A,2017
2019 Hyundai Verna VTVT 1.6 AT SX Plus,Hyundai Verna,https://www.cardekho.com/buy-used-car-details/used-Hyundai-verna-vtvt-16-at-sx-plus-cars-Chennai_67fb2995-dbc6-4856-93fd-8c2087a7de91.htm,7.66,"Ganapathipuram, Chennai",Chennai,Mar 2019,Zero Dep,Petrol,5,70168,Chennai,Second Owner,1591,Automatic,121.3,N/A,17.0,2019
2009 Audi A6 3.0 TFSI quattro,Audi A6,https://www.cardekho.com/used-car-details/used-Audi-a6-30-tfsi-quattro-cars-Chennai_e9b5f17a-4ab4-432b-8719-e4fa6fadc11a.htm,12.0,"Kottivakkam, Chennai",Chennai,Jul 2009,Comprehensive,Petrol,5,92000,Chennai,First Owner,2995,Automatic,294.9,AWD,N/A,2009
2016 Land Rover Discovery Sport TD4 HSE,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-discovery-sport-td4-hse-cars-Chennai_42d3c6b5-6d49-48f1-b1f8-38d8bc42f3f2.htm,24.5,"Kottivakkam, Chennai",Chennai,Jan 2016,Comprehensive,Diesel,5,50100,Chennai,Third Owner,1999,Automatic,147.5,4WD,N/A,2016
2019 Hyundai Venue SX Opt Diesel BSIV,Hyundai Venue,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-sx-opt-diesel-bsiv-cars-Chennai_a3942da6-d351-43f1-8ec2-1593c89d1e56.htm,8.57,"Thiruverkadu, Chennai",Chennai,Sept 2019,Comprehensive,Diesel,5,65565,Chennai,First Owner,1396,Manual,88.7,FWD,23.7,2019
2015 Mercedes-Benz B Class B200 CDI,Mercedes-Benz B,https://www.cardekho.com/used-car-details/used-Mercedes-benz-b-class-b200-cdi-cars-Chennai_66f83fe4-670a-4f24-9fc3-f8e54ca73e0b.htm,18.0,"Kottivakkam, Chennai",Chennai,Jan 2016,Comprehensive,Diesel,5,58200,Chennai,First Owner,2143,Automatic,107.3,FWD,N/A,2015
2014 Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Mercedes-Benz GL-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gl-class-350-cdi-blue-efficiency-cars-Chennai_fc82fdbd-b368-4464-8f22-617984956004.htm,32.0,"Kottivakkam, Chennai",Chennai,Oct 2014,Comprehensive,Diesel,7,110001,Chennai,First Owner,2987,Automatic,254.8,AWD,N/A,2014
