Full Title,Car Name,URL,Price (in Lakhs),Location,City,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine,Transmission,Power,Drive Type,Mileage,Year of Manufacture
2014 Renault Scala RxL,Renault Scala,https://www.cardekho.com/used-car-details/used-Renault-scala-rxl-cars-Pune_3fad9cd0-2ed6-42a0-b201-acca20e9f7bb.htm,2.99,"Yerwada, Pune",Pune,Jul 2014,Comprehensive,Petrol,5,66000,Pimpri chinchwad,First Owner,1498,Manual,97.6,N/A,16.95,2014
2012 Nissan Teana XL,Nissan Teana,https://www.cardekho.com/used-car-details/used-Nissan-teana-xl-cars-Pune_2144cbc1-1f9b-43f9-921f-a22afec37762.htm,3.75,"Yerwada, Pune",Pune,Nov 2012,Comprehensive,Petrol,5,92000,Pune,Fourth Owner,2496,Automatic,179.5,FWD,N/A,2012
2010 Ford Figo Petrol Titanium,Ford Figo,https://www.cardekho.com/used-car-details/used-Ford-figo-petrol-titanium-cars-Pune_039af7cb-f126-4902-b237-c6755f79e48c.htm,1.75,"Yerwada T.s., Pune",Pune,Apr 2010,Expired,Petrol,5,24000,Pune,First Owner,1196,Manual,70.0,N/A,15.6,2010
2010 Maruti SX4 ZXI MT BSIV,Maruti SX4,https://www.cardekho.com/used-car-details/used-Maruti-sx4-zxi-mt-bsiv-cars-Pune_6a541461-de64-4981-b23a-3e673d582915.htm?adId=54&adType=41,2.55,"Hadapsar, Pune",Pune,Jun 2010,Third Party,Petrol,5,107000,Pune,Second Owner,1586,Manual,103.3,N/A,15.5,2010
2013 Renault Pulse Petrol RxZ,Renault Pulse,https://www.cardekho.com/used-car-details/used-Renault-pulse-petrol-rxz-cars-Pune_c14e73dd-b9cd-409e-ac21-fd81007fd73a.htm,2.75,"Yerwada, Pune",Pune,Oct 2013,Comprehensive,Petrol,5,72000,Thane,First Owner,1198,Manual,74.96,N/A,18.06,2013
2015 Skoda Octavia Style Plus 1.8 TSI AT,Skoda Octavia,https://www.cardekho.com/used-car-details/used-Skoda-octavia-style-plus-18-tsi-at-cars-Pune_2f3451e9-6fee-4a6c-9efb-959e1314bf75.htm,6.99,"Yerwada, Pune",Pune,Dec 2015,Comprehensive,Petrol,5,108000,Mumbai,First Owner,1798,Automatic,177.5,N/A,14.7,2015
2018 Volkswagen Ameo 1.0 MPI Comfortline,Volkswagen Ameo,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-ameo-10-mpi-comfortline-cars-Pune_3f61f6e6-e527-4fbf-b841-cd57f17ebbac.htm,4.27,"Thathawade, Pune",Pune,Sept 2018,Third Party,Petrol,5,69966,Nagpur,Second Owner,999,Manual,75.0,N/A,19.44,2018
2017 Audi A3 35 TFSI Premium Plus,Audi A3,https://www.cardekho.com/used-car-details/used-Audi-a3-35-tfsi-premium-plus-cars-Pune_fced83a2-240a-4819-92f9-082ce0032ccb.htm?adId=4&adType=41,21.5,"Baner, Pune",Pune,Apr 2017,Comprehensive,Petrol,5,46800,Thane,First Owner,1395,Automatic,150.0,FWD,N/A,2017
2015 BMW X3 xDrive20d xLine,BMW X3,https://www.cardekho.com/used-car-details/used-Bmw-x3-xdrive20d-xline-cars-Pune_be588a05-d0b7-469b-a736-06c82e70d52f.htm,17.5,"Baner, Pune",Pune,Dec 2015,Comprehensive,Diesel,5,57600,Mumbai,Third Owner,1995,Automatic,190.0,4WD,N/A,2015
2020 Renault KWID Climber 1.0 MT Opt BSIV,Renault KWID,https://www.cardekho.com/buy-used-car-details/used-Renault-kwid-climber-10-mt-opt-bsiv-cars-Pune_770a266a-314f-4b67-acd8-c72d19c55f8b.htm,3.69,"Thathawade, Pune",Pune,Aug 2022,Comprehensive,Petrol,5,31059,Pune,First Owner,999,Manual,67.0,N/A,23.01,2020
2016 Maruti Ciaz VXi Plus,Maruti Ciaz,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-vxi-plus-cars-Pune_99446d91-3681-434e-a575-f00137852698.htm,4.59,"Thathawade, Pune",Pune,Jul 2016,Expired,Petrol,5,52014,Mumbai,First Owner,1373,Manual,91.1,N/A,20.73,2016
2017 Audi A4 35 TDI Technology,Audi A4,https://www.cardekho.com/used-car-details/used-Audi-a4-35-tdi-technology-cars-Pune_ec78b77a-a7f3-40d4-b51b-2c824bee99f5.htm?adId=5&adType=41,21.5,"Baner, Pune",Pune,Apr 2017,Expired,Diesel,5,58900,Mumbai,Third Owner,1968,Automatic,187.74,FWD,N/A,2017
2019 Tata Nexon 1.2 Revotron XM,Tata Nexon,https://www.cardekho.com/buy-used-car-details/used-Tata-nexon-12-revotron-xm-cars-Pune_e79b7f61-7c01-437e-83ed-549bee4dc67c.htm,5.31,"Thathawade, Pune",Pune,Jun 2019,Third Party,Petrol,5,50875,Mumbai,Second Owner,1198,Manual,108.5,FWD,17.0,2019
2016 Audi A6 35 TDI,Audi A6,https://www.cardekho.com/used-car-details/used-Audi-a6-35-tdi-cars-Pune_c2e7a693-c4f9-455e-8dde-c8443447efb1.htm,18.25,"Baner, Pune",Pune,May 2016,Comprehensive,Diesel,5,49400,panvel,Second Owner,1968,Automatic,187.74,N/A,18.53,2016
2018 Maruti Baleno 1.2 CVT Alpha,Maruti Baleno,https://www.cardekho.com/used-car-details/used-Maruti-baleno-12-cvt-alpha-cars-Pune_cce898cd-e15f-4479-ab02-63bd2c8364dc.htm,6.35,"Chinchwadgaon, Pune",Pune,Feb 2018,Comprehensive,Petrol,5,40000,Pune,First Owner,1197,Automatic,83.1,N/A,21.4,2018
2012 Maruti Ritz VDi,Maruti Ritz,https://www.cardekho.com/used-car-details/used-Maruti-ritz-vdi-cars-Pune_2625560b-dc79-4fa5-a6a9-5aed5486d1cb.htm?adId=undefined&adType=41,2.85,Pune,Pune,2012,Expired,Diesel,5,100000,Thane,First Owner,1248,Manual,73.94,N/A,23.2,2012
2013 Jaguar XF 2.2 Litre Luxury,Jaguar XF,https://www.cardekho.com/used-car-details/used-Jaguar-xf-22-litre-luxury-cars-Pune_b247efc2-a86a-4559-907c-99db8ed54da2.htm,14.49,"City, Pune",Pune,Mar 2013,Comprehensive,Diesel,5,69000,Pimpri chinchwad,First Owner,2179,Automatic,187.7,RWD,N/A,2013
2012 BMW X3 xDrive20d,BMW X3,https://www.cardekho.com/used-car-details/used-Bmw-x3-xdrive20d-cars-Pune_1e0554f8-a52b-401b-8463-a0e6570dc2d8.htm,10.85,"Rahatani, Pune",Pune,Jan 2013,Comprehensive,Diesel,5,95000,vasai,Second Owner,1995,Automatic,184.0,4WD,16.09,2012
2014 Honda City i DTEC SV,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-i-dtec-sv-cars-Pune_76eb9116-53e0-4b5f-a19c-35506f63c206.htm,5.5,"Yerwada T.s., Pune",Pune,Apr 2014,Expired,Diesel,5,86000,Pimpri chinchwad,Second Owner,1498,Manual,98.6,N/A,26.0,2014
2013 Ford Ecosport 1.0 Ecoboost Titanium,Ford Ecosport,https://www.cardekho.com/used-car-details/used-Ford-ecosport-10-ecoboost-titanium-cars-Pune_7996a477-1040-4250-a5f3-ce3226d13a70.htm?adId=639&adType=41,4.0,"Yerwada, Pune",Pune,Nov 2016,Expired,Petrol,5,83000,Pune,Second Owner,999,Manual,123.37,FWD,18.88,2013
2015 BMW 3 Series 320d Luxury Line,BMW 3,https://www.cardekho.com/used-car-details/used-Bmw-3-series-320d-luxury-line-cars-Pune_d43a9448-f875-43a0-a73e-97bece3d15aa.htm,16.0,"R.s., Pune",Pune,Apr 2015,Comprehensive,Diesel,5,65300,Sangli,Second Owner,1995,Automatic,184.0,RWD,N/A,2015
2023 Skoda Slavia 1.0 TSI Style AT,Skoda Slavia,https://www.cardekho.com/used-car-details/used-Skoda-slavia-10-tsi-style-at-cars-Pune_8ad62987-bb8a-45ec-b5e0-b8b5cc037eee.htm,14.75,"R.s., Pune",Pune,Mar 2023,Comprehensive,Petrol,5,30300,Pune,First Owner,999,Automatic,113.98,N/A,19.36,2023
2018 Tata Nexon 1.2 Revotron XZ Plus,Tata Nexon,https://www.cardekho.com/buy-used-car-details/used-Tata-nexon-12-revotron-xz-plus-cars-Pune_acab67fb-316b-4039-bcf1-059b78b1b82b.htm,5.66,"Undri, Pune",Pune,Jan 2019,Comprehensive,Petrol,5,83672,kalyan,First Owner,1198,Manual,108.5,FWD,17.0,2018
2013 Volkswagen Passat Highline DSG,Volkswagen Passat,https://www.cardekho.com/used-car-details/used-Volkswagen-passat-highline-dsg-cars-Pune_89dc073f-dfa3-432e-bb5d-305911554334.htm?adId=1658&adType=41,5.51,"Yerwada, Pune",Pune,Dec 2013,Third Party,Diesel,5,77000,kalyan,Second Owner,1968,Automatic,N/A,N/A,14.3,2013
2016 Maruti Celerio VXI AT,Maruti Celerio,https://www.cardekho.com/used-car-details/used-Maruti-celerio-vxi-at-cars-Pune_777c5dd5-1560-4154-93fb-0e53c0a72959.htm,4.15,"Pashan, Pune",Pune,Jun 2016,Expired,Petrol,5,69975,Pune,Second Owner,998,Automatic,67.04,N/A,23.1,2016
2023 Tata Punch Accomplished AMT BSVI,Tata Punch,https://www.cardekho.com/used-car-details/used-Tata-punch-accomplished-amt-bsvi-cars-Pune_57f359bb-253a-4c94-8c62-39f3d62f8319.htm,8.25,"R.S., Pune",Pune,May 2023,Comprehensive,Petrol,5,12100,Pimpri chinchwad,First Owner,1199,Automatic,86.63,N/A,18.8,2023
2013 Hyundai Grand i10 Sportz,Hyundai Grand,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-sportz-cars-Pune_b99f342a-2859-4e14-ad04-908cd6102ae6.htm,3.65,"Kothrud, Pune",Pune,Nov 2013,Expired,Petrol,5,47000,Pune,First Owner,1197,Manual,82.0,N/A,18.9,2013
2014 Volkswagen Jetta 1.4 TSI Comfortline,Volkswagen Jetta,https://www.cardekho.com/used-car-details/used-Volkswagen-jetta-14-tsi-comfortline-cars-Pune_357f74e6-f0a2-40b2-b782-fb2ec09c39f4.htm?adId=1659&adType=41,4.99,"Yerwada, Pune",Pune,Jan 2015,Comprehensive,Petrol,5,99000,Mumbai,First Owner,1390,Manual,120.3,N/A,14.69,2014
2021 Kia Sonet HTK BSVI,Kia Sonet,https://www.cardekho.com/used-car-details/used-Kia-sonet-htk-bsvi-cars-Pune_76f67830-37b9-47c7-a978-bb10d396a014.htm,8.75,"Pashan, Pune",Pune,Feb 2021,Expired,Petrol,5,45368,Pune,First Owner,1197,Manual,81.86,FWD,18.4,2021
2018 Ford Figo 1.5P Titanium AT,Ford Figo,https://www.cardekho.com/used-car-details/used-Ford-figo-15p-titanium-at-cars-Pune_1e7b65f5-0391-4e34-ba40-3a28d5cc6ef6.htm,4.99,"Bavdhan, Pune",Pune,Jul 2018,Comprehensive,Petrol,5,8123,Pune,First Owner,1499,Automatic,110.4,N/A,17.01,2018
2019 Renault Duster 110PS Diesel RxS AMT,Renault Duster,https://www.cardekho.com/used-car-details/used-Renault-duster-110ps-diesel-rxs-amt-cars-Pune_7b9a0116-7130-4c3e-8b83-c9c62f4792bc.htm,8.5,"Rahatani, Pune",Pune,May 2019,Comprehensive,Diesel,5,63000,panvel,First Owner,1461,Automatic,108.45,FWD,19.87,2019
2013 Hyundai Verna 1.6 VTVT,Hyundai Verna,https://www.cardekho.com/used-car-details/used-Hyundai-verna-16-vtvt-cars-Pune_97ad43d3-aba6-4b20-96e2-f7de4a420253.htm?adId=1660&adType=41,3.91,"Yerwada, Pune",Pune,Dec 2013,Comprehensive,Petrol,5,79000,Mumbai,First Owner,1591,Manual,121.3,N/A,17.01,2013
2015 Ford Ecosport 1.5 Ti VCT AT Titanium,Ford Ecosport,https://www.cardekho.com/used-car-details/used-Ford-ecosport-15-ti-vct-at-titanium-cars-Pune_f79b4024-0482-4347-a06b-c0eb8e8d881b.htm,5.6,"Pashan, Pune",Pune,Aug 2015,Expired,Petrol,5,127000,Pimpri chinchwad,Second Owner,1499,Automatic,110.0,FWD,16.5,2015
2016 Mahindra KUV 100 mFALCON G80 K6,Mahindra KUV,https://www.cardekho.com/used-car-details/used-Mahindra-kuv-100-mfalcon-g80-k6-cars-Pune_0d04b8ed-67f1-488f-bede-f7c170429828.htm,3.49,"Yerwada, Pune",Pune,Jul 2016,Comprehensive,Petrol,6,13000,Mumbai,First Owner,1198,Manual,82.0,FWD,18.15,2016
2015 Volkswagen Polo Exquisite 1.2 MPI Highline,Volkswagen Polo,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-exquisite-12-mpi-highline-cars-Pune_47543f01-e9ba-42a7-bc10-3a48217d1f67.htm,5.0,"Pashan, Pune",Pune,Nov 2015,Expired,Petrol,5,80000,Pune,First Owner,N/A,Manual,N/A,N/A,N/A,2015
2013 Audi A4 2.0 TDI Premium Sport Limited Edition,Audi A4,https://www.cardekho.com/used-car-details/used-Audi-a4-20-tdi-premium-sport-limited-edition-cars-Pune_a03bc230-47fd-4ab1-8488-4b9939d23135.htm?adId=1657&adType=41,7.99,"Yerwada, Pune",Pune,Dec 2013,Comprehensive,Diesel,5,75000,Pen,Third Owner,1968,Automatic,174.33,N/A,17.11,2013
2011 Hyundai i20 1.2 Sportz,Hyundai i20,https://www.cardekho.com/used-car-details/used-Hyundai-i20-12-sportz-cars-Pune_08f3d681-6085-4ebe-bb33-0db646a2cfcc.htm,2.51,"Yerwada, Pune",Pune,Nov 2011,Third Party,Petrol,5,66000,Mumbai,Second Owner,1197,Manual,N/A,N/A,17.0,2011
2022 Hyundai Alcazar Platinum 7-Seater Diesel BSVI,Hyundai Alcazar,https://www.cardekho.com/used-car-details/used-Hyundai-alcazar-platinum-7-seater-diesel-bsvi-cars-Pune_f947abf6-0998-41ed-8aee-2331b3045826.htm,17.5,"Yerwada T.s., Pune",Pune,Mar 2022,Expired,Diesel,7,28000,Pimpri chinchwad,First Owner,1493,Manual,113.98,N/A,20.4,2022
2019 Tata Tigor XZ Plus,Tata Tigor,https://www.cardekho.com/used-car-details/used-Tata-tigor-xz-plus-cars-Pune_15137aad-63ce-4923-bcec-a65012633107.htm,5.45,"Chinchwadgaon, Pune",Pune,Aug 2019,Comprehensive,Petrol,5,95000,Pimpri chinchwad,First Owner,1199,Manual,83.81,N/A,20.3,2019
2018 Skoda Kodiaq 2.0 TDI Style,Skoda Kodiaq,https://www.cardekho.com/used-car-details/used-Skoda-kodiaq-20-tdi-style-cars-Pune_e9da35ba-af4b-4722-97bc-d6c4a17c2a50.htm?adId=262&adType=41,25.7,"Kothrud, Pune",Pune,Jan 2019,Comprehensive,Diesel,7,55000,Mumbai,First Owner,1968,Automatic,148.0,4WD,N/A,2018
2012 Volkswagen Vento Diesel Highline,Volkswagen Vento,https://www.cardekho.com/used-car-details/used-Volkswagen-vento-diesel-highline-cars-Pune_7a5c85c9-24bc-4e50-9782-7bb0d329cc5c.htm,2.7,"Kothrud, Pune",Pune,Oct 2012,Expired,Diesel,5,64000,Mumbai,Second Owner,1598,Manual,103.6,N/A,20.54,2012
2014 Hyundai Grand i10 Asta Option,Hyundai Grand,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-asta-option-cars-Pune_a3e01521-5ef5-4f4b-ab1d-f16bd1264b89.htm,3.3,"Kothrud, Pune",Pune,Oct 2014,Comprehensive,Petrol,5,72000,Thane,First Owner,1197,Manual,82.0,N/A,18.9,2014
2014 Hyundai Grand i10 AT Asta,Hyundai Grand,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-at-asta-cars-Pune_e0896b1f-9826-40f0-9053-7f767b5a72c0.htm,3.82,"Thathawade, Pune",Pune,Oct 2014,Expired,Petrol,5,71690,Pune,First Owner,1197,Automatic,82.0,N/A,18.9,2014
2014 Volkswagen Jetta 1.4 TSI Comfortline,Volkswagen Jetta,https://www.cardekho.com/used-car-details/used-Volkswagen-jetta-14-tsi-comfortline-cars-Pune_357f74e6-f0a2-40b2-b782-fb2ec09c39f4.htm?adId=1659&adType=41,4.99,"Yerwada, Pune",Pune,Jan 2015,Comprehensive,Petrol,5,99000,Mumbai,First Owner,1390,Manual,120.3,N/A,14.69,2014
2015 Honda City i VTEC V,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-v-cars-Pune_eafa3552-94b9-4b3c-9139-612dc4b03230.htm,4.99,"Yerwada, Pune",Pune,Jul 2015,Comprehensive,Petrol,5,52000,Mumbai,First Owner,1497,Manual,117.3,N/A,17.4,2015
2016 Maruti Swift Dzire VXI,Maruti Swift,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-vxi-cars-Pune_b28950f2-6931-43c5-9627-220b8cc533e9.htm,4.85,"Kothrud, Pune",Pune,Aug 2016,Expired,Petrol,5,43000,Pune,First Owner,1197,Manual,83.14,N/A,20.85,2016
2020 Hyundai Grand i10 Nios Sportz CNG,Hyundai Grand,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-nios-sportz-cng-cars-Pune_e38acaea-168b-4834-b089-5965b544e2cc.htm,6.44,"Undri, Pune",Pune,Oct 2020,Expired,CNG,5,17637,Pimpri chinchwad,First Owner,1197,Manual,68.05,N/A,N/A,2020
2013 Hyundai Verna 1.6 VTVT,Hyundai Verna,https://www.cardekho.com/used-car-details/used-Hyundai-verna-16-vtvt-cars-Pune_97ad43d3-aba6-4b20-96e2-f7de4a420253.htm?adId=1660&adType=41,3.91,"Yerwada, Pune",Pune,Dec 2013,Comprehensive,Petrol,5,79000,Mumbai,First Owner,1591,Manual,121.3,N/A,17.01,2013
2013 Hyundai i20 Sportz AT 1.4,Hyundai i20,https://www.cardekho.com/used-car-details/used-Hyundai-i20-sportz-at-14-cars-Pune_7e094c3b-c3b6-47e0-9ad7-ca852c79a415.htm,3.45,"Kothrud, Pune",Pune,Mar 2013,Expired,Petrol,5,35000,Pune,Second Owner,1396,Automatic,98.6,N/A,15.0,2013
2019 Hyundai Grand i10 Nios AMT Sportz,Hyundai Grand,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-nios-amt-sportz-cars-Pune_0dc97926-e04e-40bc-b3a9-3d178736a945.htm,5.75,"Undri, Pune",Pune,Nov 2019,Third Party,Petrol,5,37693,Pune,First Owner,1197,Automatic,81.86,N/A,20.7,2019
2011 Hyundai i20 1.4 CRDi Asta,Hyundai i20,https://www.cardekho.com/used-car-details/used-Hyundai-i20-14-crdi-asta-cars-Pune_ff28ae44-bfac-4c72-bb34-ea13fc2a7863.htm,3.0,"Vimannagar, Pune",Pune,May 2011,Comprehensive,Diesel,5,95000,Pune,Second Owner,1396,Manual,N/A,N/A,23.0,2011
2016 Mahindra XUV500 R W10 FWD,Mahindra XUV500,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-r-w10-fwd-cars-Pune_3e3d3a2e-9fd0-41f2-9649-3ecd4e0f6c33.htm?adId=1090&adType=41,9.25,"Hadapsar, Pune",Pune,Jan 2016,Third Party,Diesel,7,142000,Pune,First Owner,N/A,Manual,N/A,N/A,N/A,2016
2021 Renault Kiger RXT AMT,Renault Kiger,https://www.cardekho.com/used-car-details/used-Renault-kiger-rxt-amt-cars-Pune_f57ed441-2fed-40e4-9aa8-79b77d4b1cb9.htm,6.3,"Kothrud, Pune",Pune,Nov 2021,Comprehensive,Petrol,5,10000,Pune,First Owner,999,Automatic,71.01,N/A,19.03,2021
2012 Honda Brio S MT,Honda Brio,https://www.cardekho.com/used-car-details/used-Honda-brio-s-mt-cars-Pune_c784be5d-ac80-4cc5-9710-d5514ca2b451.htm,2.51,"Khondhwa KH, Pune",Pune,Apr 2012,Comprehensive,Petrol,5,39500,Pune,First Owner,1198,Manual,86.8,N/A,19.4,2012
2014 Toyota Etios GD,Toyota Etios,https://www.cardekho.com/used-car-details/used-Toyota-etios-gd-cars-Pune_80d215a5-7588-4e54-9ad5-bec50b21ee60.htm,5.5,"Yerwada T.s., Pune",Pune,Jan 2015,Third Party,Diesel,5,86000,Pune,Second Owner,1364,Manual,67.05,N/A,23.59,2014
2012 Maruti Alto K10 2010-2014 VXI,Maruti Alto,https://www.cardekho.com/used-car-details/used-Maruti-alto-k10-2010-2014-vxi-cars-Pune_d0547417-48bf-4c39-9b97-1d3d19b75be4.htm?adId=48&adType=41,1.95,"Hadapsar, Pune",Pune,Sept 2012,Third Party,Petrol,5,89000,Pune,First Owner,998,Manual,67.1,N/A,20.92,2012
2023 Volkswagen Taigun 1.0 Topline,Volkswagen Taigun,https://www.cardekho.com/used-car-details/used-Volkswagen-taigun-10-topline-cars-Pune_87a90311-ad1b-4f5b-837f-462777bb74b1.htm,16.25,"Hadapsar, Pune",Pune,N/A,Comprehensive,Petrol,5,5089,N/A,N/A,999,Manual,113.98,FWD,19.2,2023
2020 Honda WR-V SV,Honda WR-V,https://www.cardekho.com/buy-used-car-details/used-Honda-wr-v-sv-cars-Pune_6642d853-03bf-48d1-8737-f6099a80c3ab.htm,6.35,"Undri, Pune",Pune,Sept 2020,Expired,Petrol,5,41800,Pune,First Owner,1199,Manual,88.5,N/A,16.5,2020
2020 Toyota Urban cruiser Mid AT,Toyota Urban,https://www.cardekho.com/used-car-details/used-Toyota-urban-cruiser-mid-at-cars-Pune_1e0bf51b-6e85-4f98-90be-c01a75316c83.htm,8.0,"Pashan, Pune",Pune,Dec 2020,Expired,Petrol,5,24072,bhandara,Second Owner,1462,Automatic,103.26,N/A,18.76,2020
2022 Tata Tigor EV XZ Plus Dual Tone,Tata Tigor,https://www.cardekho.com/used-car-details/used-Tata-tigor-ev-xz-plus-dual-tone-cars-Ahmedabad_324b687a-e5f1-4be1-af54-9af332397370.htm?adId=undefined&adType=41,8.8,Ahmedabad,Ahmedabad,2022,Expired,Electric,5,30000,N/A,First Owner,N/A,Automatic,73.75,N/A,N/A,2022
2020 Kia Seltos HTK G,Kia Seltos,https://www.cardekho.com/used-car-details/used-Kia-seltos-htk-g-cars-Ahmedabad_f1a9d713-cec7-43b0-ace9-53ee3bfc38a1.htm,10.51,"Ambli, Ahmedabad",Ahmedabad,Oct 2020,Expired,Petrol,5,58000,Ahmedabad,First Owner,1497,Manual,113.43,FWD,16.8,2020
2021 Kia Sonet HTK Plus Turbo iMT BSVI,Kia Sonet,https://www.cardekho.com/buy-used-car-details/used-Kia-sonet-htk-plus-turbo-imt-bsvi-cars-Ahmedabad_676c7641-66fb-4930-901d-c6f5beba74a1.htm,7.27,"Naroda, Ahmedabad",Ahmedabad,Feb 2021,Third Party,Petrol,5,42939,Ahmedabad,First Owner,998,Manual,118.36,FWD,18.2,2021
2022 Maruti Celerio ZXI Plus BSVI,Maruti Celerio,https://www.cardekho.com/used-car-details/used-Maruti-celerio-zxi-plus-bsvi-cars-Ahmedabad_ca5b27cf-b350-4e1b-89a3-2e1b1aad9934.htm,5.51,"Alampur, Ahmedabad",Ahmedabad,Nov 2022,Third Party,Petrol,5,8000,Surat,First Owner,998,Manual,65.71,N/A,24.97,2022
2017 Honda WR-V i-DTEC VX,Honda WR-V,https://www.cardekho.com/used-car-details/used-Honda-wr-v-i-dtec-vx-cars-Ahmedabad_0116f13b-aa6e-4cc9-b740-9c8a5060967d.htm,6.5,"Makarba, Ahmedabad",Ahmedabad,Aug 2017,Comprehensive,Diesel,5,89000,Ahmedabad,First Owner,1498,Manual,98.6,FWD,25.5,2017
2013 Maruti Wagon R Stingray VXI,Maruti Wagon,https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-stingray-vxi-cars-Ahmedabad_bce88808-87f9-4911-90a5-0463eab0244c.htm,3.5,"Makarba, Ahmedabad",Ahmedabad,Oct 2013,Comprehensive,Petrol,5,18000,Ahmedabad,First Owner,998,Manual,67.04,N/A,20.51,2013
2015 Hyundai Grand i10 Magna,Hyundai Grand,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-magna-cars-Ahmedabad_9858e867-b964-48bc-909e-191b1155c6a2.htm,4.5,"Makarba, Ahmedabad",Ahmedabad,Dec 2015,Expired,Petrol,5,27000,Ahmedabad,First Owner,1197,Manual,82.0,N/A,18.9,2015
2013 Volkswagen Polo Diesel Highline 1.2L,Volkswagen Polo,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-diesel-highline-12l-cars-Ahmedabad_acf2da1c-efbc-4750-aefb-aab55524e95a.htm,3.15,"Navrangpura, Ahmedabad",Ahmedabad,Nov 2013,Expired,Diesel,5,65000,Gandhinagar,Second Owner,1199,Manual,73.9,N/A,22.07,2013
N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013 Hyundai Grand i10 CRDi Magna,Hyundai Grand,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-crdi-magna-cars-Ahmedabad_32cfe1f8-c012-477e-bcdf-9f8e3f9c4767.htm,3.6,"Makarba, Ahmedabad",Ahmedabad,Nov 2013,Comprehensive,Diesel,5,76000,Ahmedabad,First Owner,1120,Manual,70.0,N/A,24.0,2013
2021 Hyundai i20 Sportz IVT DT,Hyundai i20,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-sportz-ivt-dt-cars-Ahmedabad_81250b33-582f-47c5-ba08-ef9acd152392.htm,7.08,"Mumatpura, Ahmedabad",Ahmedabad,Sept 2021,Third Party,Petrol,5,19768,Ahmedabad,First Owner,1197,Automatic,86.8,N/A,19.65,2021
2021 Skoda Kushaq 1.0 TSI Style 4 Airbags AT,Skoda Kushaq,https://www.cardekho.com/used-car-details/used-Skoda-kushaq-10-tsi-style-4-airbags-at-cars-Ahmedabad_4ba900f2-89e7-4aff-be0e-956135bbae05.htm,14.51,"Ambli, Ahmedabad",Ahmedabad,Dec 2021,Comprehensive,Petrol,5,13500,Ahmedabad,First Owner,999,Automatic,113.98,FWD,17.2,2021
2018 Maruti Swift AMT ZXI,Maruti Swift,https://www.cardekho.com/used-car-details/used-Maruti-swift-amt-zxi-cars-Ahmedabad_1ef854a3-1201-487b-b896-b9e93a2e166b.htm,5.9,"Makarba, Ahmedabad",Ahmedabad,May 2018,Comprehensive,Petrol,5,70000,Ahmedabad,First Owner,1197,Automatic,81.8,N/A,21.21,2018
2021 Mahindra XUV300 W8 BSVI,Mahindra XUV300,https://www.cardekho.com/buy-used-car-details/used-Mahindra-xuv300-w8-bsvi-cars-Ahmedabad_d7790d08-0507-4c21-815d-99c9a5ad56eb.htm,9.15,"Mumatpura, Ahmedabad",Ahmedabad,May 2021,Third Party,Petrol,5,27174,Ahmedabad,First Owner,1197,Manual,108.62,N/A,16.82,2021
2020 Hyundai Grand i10 Nios Sportz,Hyundai Grand,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-nios-sportz-cars-Ahmedabad_ee409c5e-974d-4617-89d6-2d131a771fe0.htm,6.15,"Makarba, Ahmedabad",Ahmedabad,Sept 2020,Comprehensive,Petrol,5,52000,Ahmedabad,First Owner,1197,Manual,81.86,N/A,20.7,2020
2016 Maruti Swift Dzire VDI,Maruti Swift,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-vdi-cars-Ahmedabad_6f1d4895-35fd-4b3a-a659-97f925b78ee3.htm,5.25,"Naranpura, Ahmedabad",Ahmedabad,Oct 2016,Comprehensive,Diesel,5,73000,Ahmedabad,First Owner,1248,Manual,74.0,N/A,26.59,2016
2021 Renault Triber RXT,Renault Triber,https://www.cardekho.com/buy-used-car-details/used-Renault-triber-rxt-cars-Ahmedabad_0c35308a-2eb1-44cc-9563-5535fc15442f.htm,4.42,"Mumatpura, Ahmedabad",Ahmedabad,Oct 2021,Third Party,Petrol,7,44103,Vadodara,Second Owner,999,Manual,71.01,N/A,20.0,2021
